CustomerID,PaymentMethod,Price,ProductCategory,ProductID,Quantity,StoreLocation,TransactionDate
100478,PayPal,975,Home Decor,D,5,"64354 Steven Expressway Apt. 058
Victoriatown, IL 32699",2023-10-06 00:00:00
100485,Credit Card,903,Clothing,C,4,"78357 Cochran Ways
Lake Melaniemouth, MN 97884",2024-04-18 00:00:00
100487,Credit Card,347,Home Decor,D,7,"50493 Harris Crossroad Suite 348
Hendersonton, IL 42822",2023-12-12 00:00:00
100490,Cash,589,Electronics,C,9,"40488 Andrew Ports Apt. 715
New Ericshire, CT 11811",2024-03-09 00:00:00
100492,Credit Card,829,Home Decor,A,4,"Unit 3361 Box 0779
DPO AP 74760",2024-02-18 00:00:00
100502,Cash,674,Electronics,D,4,"49045 Lewis Port
New Tonyahaven, UT 07136",2023-12-18 00:00:00
100503,PayPal,355,Books,A,7,"620 Simpson Passage
Christopherbury, PR 84432",2023-09-15 00:00:00
100510,Credit Card,403,Home Decor,D,4,"695 Curtis Trace Apt. 134
Reedside, WV 50939",2024-04-12 00:00:00
100517,Debit Card,809,Clothing,B,9,"053 Fitzgerald Crest Apt. 662
Valeriemouth, TX 07825",2024-01-17 00:00:00
100518,PayPal,517,Clothing,D,1,"399 Vincent Circle Apt. 806
Robertstad, OK 44867",2024-01-30 00:00:00
100528,Credit Card,442,Home Decor,B,1,"1764 Derrick Ferry Apt. 306
South Kristinburgh, OH 85071",2024-03-12 00:00:00
100532,PayPal,742,Home Decor,B,3,"663 Morgan Camp
Lake John, PR 36756",2024-01-06 00:00:00
100538,Credit Card,133,Home Decor,B,1,"94345 Martinez Inlet Apt. 574
Wernerfort, AK 65725",2023-09-03 00:00:00
100572,Credit Card,220,Home Decor,B,2,"909 Brittney Dam Suite 256
Carrton, MH 93997",2023-05-04 00:00:00
100591,Credit Card,533,Home Decor,D,1,"3303 John Village
North Randy, MI 55741",2024-02-03 00:00:00
100594,Cash,238,Home Decor,D,8,"52705 Powell Light Apt. 408
Port Sara, NJ 23675",2024-03-18 00:00:00
100619,PayPal,623,Electronics,D,9,"3709 Sandra Mills Suite 413
Frankborough, UT 01617",2024-04-03 00:00:00
100625,Credit Card,170,Books,B,1,"8293 Michael River
Millerfort, OR 17975",2023-08-06 00:00:00
100642,Credit Card,965,Home Decor,C,6,"8107 Ortega Meadows Apt. 293
Warrenfort, RI 55121",2024-02-01 00:00:00
100662,PayPal,238,Clothing,D,2,"3013 Marquez Garden Suite 085
East Lisa, OH 65102",2023-10-25 00:00:00
100670,Cash,699,Electronics,A,3,"75956 Ronald Valley
West Robert, HI 11069",2024-01-26 00:00:00
100680,Cash,522,Electronics,A,1,"981 Alyssa Road
North Angelfurt, MN 39723",2024-04-18 00:00:00
100687,PayPal,723,Electronics,D,3,"Unit 2056 Box 0448
DPO AP 73791",2024-02-09 00:00:00
100699,Cash,596,Clothing,C,2,"293 Linda Greens
Port Janetland, MO 70605",2023-11-28 00:00:00
10071,Cash,566,Electronics,D,8,"5093 Arnold Loaf
Thomasfort, MA 73768",2023-11-23 00:00:00
100715,Credit Card,257,Home Decor,C,8,"9542 Olson Views
Wayneland, MS 42630",2023-07-20 00:00:00
10072,Debit Card,131,Clothing,A,1,"67579 Petersen Way Suite 262
Smithchester, MA 48994",2023-10-02 00:00:00
100738,Credit Card,650,Home Decor,A,2,"7436 Donna Rapids Suite 016
Roberttown, MD 42454",2023-07-19 00:00:00
100753,Cash,975,Electronics,C,6,"Unit 2615 Box 6547
DPO AE 06650",2023-06-09 00:00:00
100760,Cash,697,Home Decor,C,3,"36492 Anthony Heights
Port Wayne, CA 30876",2023-11-26 00:00:00
100761,Debit Card,156,Electronics,D,4,"6215 Heath Circles Apt. 456
North Lauramouth, MT 64251",2024-02-04 00:00:00
100764,Cash,945,Electronics,C,2,"Unit 5967 Box 6166
DPO AP 64203",2024-02-01 00:00:00
100776,Debit Card,737,Home Decor,C,3,"7168 Jackson Cove Apt. 641
Port Emily, GU 09927",2023-11-10 00:00:00
100785,Credit Card,273,Clothing,A,5,"13451 English Pine Suite 179
North Pennymouth, GA 23065",2023-10-31 00:00:00
100789,PayPal,714,Electronics,D,6,"65930 Moran Circle
Patriciachester, GA 53321",2023-10-14 00:00:00
100794,PayPal,752,Clothing,C,4,"1844 Robert Isle
South Eric, WY 14707",2023-09-27 00:00:00
100795,Credit Card,531,Electronics,C,2,"51914 Daisy Mews Suite 399
Lake Toniburgh, AL 14569",2024-01-16 00:00:00
100807,PayPal,858,Clothing,D,4,"935 Landry Springs Apt. 614
Amymouth, SD 95861",2023-12-17 00:00:00
100814,Credit Card,820,Books,A,3,"46677 Brandon Garden Suite 100
East Briannaview, NH 43488",2024-01-17 00:00:00
100815,Cash,700,Books,A,8,"5422 Chambers Ford
Gordonbury, CO 88135",2023-09-08 00:00:00
100817,Cash,606,Books,A,9,"2602 Carlos Courts Apt. 159
South Larrybury, WI 45132",2023-06-22 00:00:00
100825,Cash,292,Clothing,A,2,"77802 Pamela Lane
Tammystad, LA 13486",2023-11-12 00:00:00
10083,Credit Card,132,Electronics,D,1,"97899 Michael Trail Apt. 736
East Carrie, FL 68072",2023-08-28 00:00:00
10083,Credit Card,194,Clothing,B,8,"91725 Robert Light
Wandastad, OK 01263",2023-12-23 00:00:00
100880,Cash,558,Books,B,6,"PSC 5697, Box 7051
APO AE 17473",2023-12-06 00:00:00
100892,Credit Card,977,Electronics,D,7,"541 Bridget Parkway
Williamsonfurt, MA 56986",2023-11-23 00:00:00
100897,Debit Card,169,Clothing,A,6,"9796 Patrick Squares Suite 667
Cortezborough, PR 93469",2023-07-01 00:00:00
100897,PayPal,911,Books,C,9,"026 Paula Junction Apt. 494
South Alyssaville, ID 54409",2023-12-26 00:00:00
100915,PayPal,268,Electronics,C,9,"852 Scott Summit Suite 071
Gilbertfort, IN 84037",2023-09-10 00:00:00
100917,PayPal,636,Books,C,3,"985 Willie Ramp Apt. 802
Maldonadoland, MP 06011",2023-11-16 00:00:00
100924,Debit Card,834,Electronics,A,4,"675 Hansen Tunnel
North Joshuamouth, WV 59412",2024-01-29 00:00:00
100947,Cash,213,Clothing,A,5,"777 Amy Passage
Lake Sharonport, SD 22784",2024-03-27 00:00:00
100959,Cash,360,Electronics,A,3,"814 Joseph Mews
Benjaminbury, KS 12940",2023-06-27 00:00:00
100964,PayPal,236,Clothing,A,5,"0316 Rivera Village
Simmonston, PR 22926",2023-08-11 00:00:00
100969,Credit Card,917,Home Decor,D,7,"9987 Perez Pass
Lake Crystal, DE 05308",2023-12-04 00:00:00
100991,Cash,446,Clothing,C,2,"03244 Evans Lock
Victorhaven, WI 43365",2023-05-09 00:00:00
100997,Credit Card,618,Electronics,B,8,"965 Gomez Throughway Apt. 630
Port Tammyhaven, DC 37302",2023-08-22 00:00:00
101,PayPal,435,Books,C,9,"PSC 7225, Box 9816
APO AE 78212",2023-07-31 00:00:00
101007,Cash,774,Home Decor,B,8,"1361 Lewis Ford Apt. 777
North Nancy, SD 17144",2024-02-05 00:00:00
10101,PayPal,663,Books,D,3,"4936 Parker Glens
South Elizabeth, IL 37640",2023-09-05 00:00:00
101014,PayPal,368,Electronics,B,5,"41150 Cook Extension
Ryanfort, IL 84237",2023-07-09 00:00:00
101024,PayPal,155,Books,B,4,"USNS Scott
FPO AP 95525",2023-08-14 00:00:00
101026,Cash,995,Clothing,A,3,"801 Kenneth Unions Suite 150
Kevintown, CO 84065",2023-11-16 00:00:00
101030,Debit Card,773,Home Decor,B,8,"18614 Brian Well
South Tracy, NV 59082",2023-11-10 00:00:00
101050,Credit Card,348,Electronics,D,3,"0113 Anthony Passage Apt. 501
Harperport, ME 34215",2024-03-14 00:00:00
101083,Credit Card,309,Clothing,A,7,"1407 Hale Shores Suite 166
Wongville, IL 49841",2023-08-29 00:00:00
101086,Credit Card,247,Clothing,C,7,"7451 James Lodge Apt. 290
Ashleyborough, IL 90315",2023-11-01 00:00:00
101089,PayPal,419,Electronics,A,4,"96186 Carrillo Bridge
Jamesstad, AZ 70773",2023-05-02 00:00:00
101102,Credit Card,971,Clothing,A,9,"USNS Olsen
FPO AA 91724",2024-02-11 00:00:00
101123,Cash,557,Electronics,D,9,"2175 Bryant Spurs Suite 785
Lake Jeffery, MD 77404",2023-11-17 00:00:00
10113,PayPal,185,Books,A,4,"96151 Smith Trace Apt. 512
Mollytown, AK 49973",2024-03-08 00:00:00
101132,Credit Card,770,Clothing,C,3,"27895 Watson Stream
New Brian, AR 13217",2023-10-04 00:00:00
101133,Cash,880,Electronics,C,2,"18704 Johnson Field
South Juliachester, NH 78869",2023-11-30 00:00:00
101133,Debit Card,853,Clothing,C,1,"524 Hayes Extensions
South David, MN 17070",2023-07-04 00:00:00
10114,Cash,278,Electronics,C,6,"402 Joseph Ford Suite 219
Thomasmouth, IL 67337",2024-02-06 00:00:00
101144,Credit Card,930,Clothing,A,5,"6346 Justin Key
Lake Jamie, NC 02456",2023-08-12 00:00:00
101164,Credit Card,764,Electronics,B,3,"9961 Patterson Island Suite 917
Hollyton, RI 41590",2023-12-06 00:00:00
101173,Credit Card,658,Electronics,D,3,"626 Melissa Route Apt. 831
Brooksfort, AR 80093",2023-12-05 00:00:00
101182,Debit Card,811,Electronics,B,9,"227 Vasquez Grove
Deanport, DE 16437",2023-07-03 00:00:00
101195,Debit Card,898,Electronics,A,6,"3340 Ashley Forest
North Nancy, AR 71385",2024-02-15 00:00:00
101206,Cash,113,Electronics,C,8,"81908 Carlos Gateway Suite 413
Tonyville, WY 66811",2024-03-20 00:00:00
101218,Debit Card,904,Clothing,A,4,"339 Vargas Way Apt. 625
East Andreview, NJ 85205",2023-07-28 00:00:00
101232,Debit Card,646,Electronics,A,7,"7867 Meyer Stream Suite 907
Port Wendymouth, PR 26885",2023-05-13 00:00:00
101233,Cash,393,Clothing,C,7,"PSC 4149, Box 3159
APO AE 96903",2024-02-08 00:00:00
101234,Credit Card,266,Electronics,B,2,"034 Gavin Meadows
Jenningsland, AS 28325",2023-10-04 00:00:00
101237,Credit Card,925,Books,A,9,"0213 Goodwin Road
Gonzalezview, MN 18469",2023-05-09 00:00:00
101251,Cash,615,Books,D,8,"56619 Allen Underpass
Lake Brianhaven, KS 07184",2023-05-13 00:00:00
101274,Credit Card,853,Books,D,7,"70323 Stacey Underpass Suite 300
Bishopberg, IL 77977",2023-12-16 00:00:00
101278,PayPal,701,Electronics,C,7,"6608 Vincent Islands
West Brett, NJ 45603",2023-06-16 00:00:00
101281,PayPal,867,Books,D,3,"751 Alyssa Lake
Owenside, KS 82992",2023-10-26 00:00:00
101292,Cash,278,Home Decor,A,5,"626 Drew Heights
North Christopherstad, NV 16268",2023-05-02 00:00:00
101319,PayPal,628,Electronics,D,5,"19529 Zamora Mountain
West William, MI 04649",2023-06-09 00:00:00
101357,PayPal,214,Electronics,C,7,"430 Knight Land
Laurenburgh, CO 82706",2024-04-10 00:00:00
101369,Credit Card,623,Clothing,D,9,"USNS Gentry
FPO AE 43992",2023-08-12 00:00:00
101398,PayPal,122,Clothing,B,1,"416 Taylor Rapids Apt. 007
Andrechester, VT 04031",2023-10-11 00:00:00
101413,Credit Card,983,Clothing,D,6,"3914 Garcia Roads
East Sharon, WV 29399",2023-09-20 00:00:00
101415,Cash,122,Electronics,C,4,"1166 Adam Camp Suite 893
Whitefort, IL 19688",2023-09-30 00:00:00
101415,Cash,804,Clothing,D,3,"91270 Miller Ford Suite 659
Johnsonmouth, AL 20130",2023-11-09 00:00:00
101428,Cash,456,Books,D,7,"060 Brett Park Apt. 527
Hoovermouth, IN 72407",2024-01-01 00:00:00
101450,Debit Card,482,Home Decor,B,6,"PSC 3238, Box 1420
APO AA 80959",2023-12-31 00:00:00
10146,PayPal,478,Books,D,1,"0279 Garcia Parkway
North Kellytown, GU 45617",2024-03-24 00:00:00
101469,Debit Card,795,Clothing,C,1,"34092 Campbell Corner Suite 944
Mccarthymouth, AZ 25833",2024-03-03 00:00:00
101476,PayPal,786,Books,D,4,"7582 Patterson Extensions
Vazquezland, NY 89027",2023-09-19 00:00:00
101495,Debit Card,511,Clothing,C,8,"3711 Alexandria Crescent Suite 754
Jonathanborough, FM 27151",2023-05-02 00:00:00
10150,Cash,712,Home Decor,C,2,"63493 Megan Glen Suite 940
Jacquelinebury, IL 10187",2024-01-05 00:00:00
101506,Debit Card,480,Electronics,D,1,"81302 Davis Well Apt. 394
South Randyhaven, KS 22725",2024-03-09 00:00:00
10151,PayPal,754,Clothing,B,9,"6143 Susan Haven Suite 491
Stephensfort, IA 80303",2023-08-31 00:00:00
10152,Debit Card,904,Home Decor,D,5,"2204 Alejandro Square Apt. 652
Davischester, WI 32408",2023-12-06 00:00:00
101523,Debit Card,584,Home Decor,B,6,"566 Taylor Points Suite 844
Jamesville, TN 67559",2023-12-17 00:00:00
101523,PayPal,285,Clothing,A,4,"81138 Jesus Rest Suite 360
South Robertochester, IL 89158",2023-06-06 00:00:00
101553,PayPal,552,Electronics,D,9,"454 Gomez Greens
East Charles, VA 19275",2024-02-10 00:00:00
10156,Credit Card,201,Home Decor,A,2,"625 Hill Via Suite 795
North Ryanhaven, VI 87705",2023-08-03 00:00:00
101561,Cash,634,Clothing,A,9,"9107 Kevin Avenue
Derekfort, ME 97659",2024-03-04 00:00:00
101564,Debit Card,361,Clothing,C,3,"802 Alexis Cliff Apt. 404
Lucasfort, ME 69117",2023-11-16 00:00:00
101570,Debit Card,532,Home Decor,C,2,"632 Jimenez Extensions Suite 042
Marymouth, RI 75834",2024-04-23 00:00:00
101572,PayPal,833,Books,D,7,"Unit 1644 Box 1113
DPO AA 81128",2024-02-02 00:00:00
101578,PayPal,963,Books,A,8,"78036 Diaz Via
East Davidburgh, AZ 19917",2023-12-17 00:00:00
101579,Cash,240,Books,D,1,"733 Theresa Mission Apt. 158
New Gabriellefurt, LA 39887",2024-02-18 00:00:00
101580,PayPal,597,Books,A,8,"08809 Alexander Locks Apt. 198
Heidifort, AR 46831",2023-11-26 00:00:00
101590,PayPal,851,Clothing,A,8,"51411 Richard Trafficway
North Sherri, MS 97463",2023-09-07 00:00:00
101596,Debit Card,807,Books,C,5,"34090 Moon Lodge Apt. 913
East Jessefort, FL 13397",2023-06-15 00:00:00
101608,Credit Card,202,Books,D,4,"36403 Fernandez Turnpike Suite 792
North Sydneychester, DE 09475",2024-01-11 00:00:00
101617,Cash,978,Electronics,B,6,"65087 Ho Skyway
East Meganborough, WV 82795",2023-08-20 00:00:00
101619,Credit Card,277,Books,C,2,"PSC 2992, Box 6386
APO AA 19921",2023-11-21 00:00:00
101623,Cash,194,Electronics,B,8,"9384 Rodriguez Rapid
Michaelberg, WI 81470",2023-11-01 00:00:00
101648,PayPal,674,Electronics,C,3,"944 Daniel Drive Apt. 878
Wigginsview, AS 64241",2023-06-30 00:00:00
101654,Credit Card,636,Electronics,A,3,"7718 West Field Suite 740
Port Blaketown, IN 12422",2023-07-01 00:00:00
10168,Debit Card,175,Clothing,C,2,"96952 Devin Trace Suite 071
Elijahstad, CT 25885",2023-06-18 00:00:00
101687,Cash,331,Clothing,B,4,"8004 Castaneda Crossing Suite 766
Lake Crystalstad, AL 79274",2023-08-15 00:00:00
101688,Credit Card,884,Clothing,B,4,"17626 Eaton View Suite 751
South Katherine, AL 81765",2023-10-16 00:00:00
101700,Debit Card,690,Books,D,7,"PSC 1639, Box 7192
APO AE 97965",2023-06-08 00:00:00
101705,Cash,668,Electronics,B,1,"521 Keith Extensions Apt. 754
East Debbiechester, PR 48659",2024-03-02 00:00:00
101738,Debit Card,835,Books,D,7,"PSC 4095, Box 5001
APO AE 67826",2024-04-28 00:00:00
101738,PayPal,421,Clothing,A,5,"836 Holland Forks Suite 079
Raymondton, HI 48152",2023-12-31 00:00:00
101744,Cash,320,Clothing,C,5,"8253 Shane Turnpike
Jacksonville, PA 83985",2023-10-13 00:00:00
101763,Credit Card,431,Clothing,A,7,"7042 Scott Harbor
Averyview, ME 50616",2024-02-28 00:00:00
10177,Cash,180,Home Decor,D,2,"64321 Erica Manor Apt. 366
East Jeremiahchester, PA 92838",2024-02-03 00:00:00
101796,Credit Card,601,Books,A,7,"1002 Johnson Grove
Port Phillipside, CA 65353",2023-09-26 00:00:00
101806,PayPal,728,Books,C,1,"801 Keith Estates
New Carolynmouth, HI 55215",2023-08-23 00:00:00
101816,Credit Card,643,Home Decor,C,8,"PSC 1173, Box 7366
APO AE 03513",2024-03-29 00:00:00
101816,Debit Card,163,Home Decor,C,5,"6816 Daniel Via
Connieborough, CA 94699",2023-09-24 00:00:00
101817,Debit Card,719,Home Decor,B,4,"44517 Lewis Square Apt. 313
Johnmouth, CO 01196",2024-03-25 00:00:00
101818,Cash,262,Clothing,D,1,"00961 Morgan Burgs
Jacksonview, DE 09361",2023-06-10 00:00:00
101818,Credit Card,190,Books,C,3,"444 Smith Forks
Huangshire, GU 82174",2024-02-17 00:00:00
101822,Debit Card,888,Home Decor,A,1,"75068 Turner Skyway Apt. 378
New Anthony, ND 08424",2023-11-12 00:00:00
101824,Cash,278,Home Decor,A,4,"28792 Robert Estate
Rogersshire, DE 05871",2024-02-22 00:00:00
101829,Debit Card,303,Home Decor,A,9,"40552 Arthur Burgs
New Brandonport, WI 14970",2023-11-21 00:00:00
101831,Debit Card,958,Books,A,8,"918 Amanda Inlet
Lake Andrew, SC 34427",2023-09-29 00:00:00
101832,PayPal,966,Electronics,A,8,"750 Timothy Circles Apt. 136
Michaelside, IA 05660",2024-01-29 00:00:00
101835,Debit Card,727,Books,C,4,"8779 Louis Square Suite 020
Castillotown, FM 58721",2023-11-27 00:00:00
101836,Debit Card,948,Clothing,C,2,"7548 Phillips Groves
Wolfeport, ME 48008",2024-04-19 00:00:00
101849,Cash,393,Books,D,5,"6259 Harrison Camp Suite 232
Johnborough, GU 13410",2023-06-14 00:00:00
101852,Debit Card,553,Clothing,B,8,"2347 Wallace Viaduct
Lake Natalie, WA 24087",2024-03-19 00:00:00
101859,Debit Card,448,Clothing,C,5,"USCGC Richmond
FPO AA 19984",2023-06-04 00:00:00
10186,PayPal,573,Electronics,A,3,"27336 Barrera Isle Apt. 863
New Patrick, CA 32134",2024-01-26 00:00:00
101871,Credit Card,516,Books,D,6,"613 Harris Highway Apt. 415
Lake Chadfurt, FM 29728",2024-01-02 00:00:00
101879,Debit Card,438,Electronics,D,8,"69717 Edward View Suite 495
Kimberlyfurt, TN 80687",2023-11-27 00:00:00
10188,PayPal,100,Electronics,B,9,"3407 Sanchez River Suite 268
Simmonshaven, HI 08808",2023-08-18 00:00:00
101884,PayPal,445,Electronics,A,5,"Unit 4006 Box 8625
DPO AE 65761",2024-04-19 00:00:00
101885,Cash,844,Electronics,A,4,"09701 George Turnpike
Markborough, VA 88899",2023-11-18 00:00:00
101886,Cash,795,Electronics,C,4,"737 Davis Extension
New Janetville, PA 65917",2023-05-03 00:00:00
101887,Cash,457,Books,D,3,"627 James Harbors
Raymondbury, NC 11863",2023-07-29 00:00:00
101891,Cash,643,Clothing,C,1,"238 Warner Route
New Tonya, MH 48739",2023-09-04 00:00:00
101893,Debit Card,324,Books,B,9,"69360 Erica Groves
Bushmouth, MS 14724",2024-02-05 00:00:00
101894,PayPal,888,Electronics,C,4,"3584 Jacob Mission Suite 514
Sarahstad, NE 27988",2023-07-10 00:00:00
101913,Debit Card,715,Electronics,A,4,"4219 Montgomery Forge
Port Jessica, TX 27396",2024-04-22 00:00:00
101915,Cash,819,Clothing,B,7,"USS Sampson
FPO AP 71851",2024-04-06 00:00:00
101915,PayPal,416,Electronics,B,5,"68739 Anthony Shore Suite 540
Jessicaport, VT 22301",2023-08-16 00:00:00
101918,Debit Card,618,Books,A,9,"4546 Courtney Views
Lake Calebbury, MS 17514",2023-10-20 00:00:00
101930,Credit Card,700,Clothing,A,9,"9954 Petty Drive
Ernestmouth, PW 72682",2023-05-17 00:00:00
101947,Debit Card,140,Home Decor,B,8,"167 Hernandez Track
Jasonmouth, MO 41683",2024-03-07 00:00:00
101951,Cash,588,Home Decor,C,6,"2914 Lowe Fort Suite 640
South Alyssa, OR 33243",2024-02-15 00:00:00
101951,PayPal,971,Home Decor,D,1,"6863 Davis Ferry Suite 408
Lisatown, UT 53836",2023-09-10 00:00:00
101956,Cash,527,Electronics,B,4,"21361 Donna Tunnel Suite 626
Amandastad, AR 01232",2023-09-04 00:00:00
101961,Credit Card,565,Electronics,C,5,"0359 White Point
Strongchester, PR 04288",2024-01-03 00:00:00
101967,PayPal,151,Electronics,C,6,"010 Baker Motorway Apt. 374
Lake Joshuafort, MN 55199",2023-10-26 00:00:00
101979,Credit Card,897,Books,C,4,"1434 Johnson Square
New Ronaldfort, NM 58311",2023-11-07 00:00:00
101984,Debit Card,180,Clothing,B,6,"76180 Kyle Curve Suite 683
North Ryan, AL 26039",2023-09-03 00:00:00
101988,Credit Card,826,Electronics,B,1,"1445 Emily Prairie Apt. 535
North Jimstad, DE 31429",2023-09-13 00:00:00
102001,Cash,591,Home Decor,B,1,"163 Jessica Cliffs
North Robert, WI 90624",2023-12-31 00:00:00
102011,Cash,526,Home Decor,C,6,"125 John Park
Port Fernandofort, LA 08270",2023-10-02 00:00:00
102028,Cash,595,Electronics,B,6,"344 Pamela Ports
East Deborah, DE 42921",2024-02-09 00:00:00
102034,Debit Card,533,Clothing,C,4,"993 Trevino Grove Suite 614
North Jessicatown, TN 75020",2024-02-04 00:00:00
102040,Credit Card,302,Clothing,A,6,"USCGC Solis
FPO AE 93593",2024-02-21 00:00:00
102055,Cash,798,Books,A,2,"753 Heath Village
Penafurt, KY 42078",2023-12-17 00:00:00
102062,Credit Card,168,Electronics,D,2,"84340 Reyes Corner
North Williamstad, ND 91645",2024-03-01 00:00:00
10207,Credit Card,964,Books,A,1,"84451 Benjamin Motorway Suite 413
Port Denise, CO 96570",2023-11-29 00:00:00
102070,Cash,829,Books,B,1,"823 Audrey Alley
South Ericberg, HI 51610",2023-05-21 00:00:00
102072,PayPal,521,Home Decor,D,9,"123 Taylor Prairie
South Gregorystad, NV 30253",2024-01-27 00:00:00
102072,PayPal,571,Electronics,A,7,"84922 Orr Street Apt. 476
Lake Jesus, MH 00624",2023-08-15 00:00:00
102089,Debit Card,170,Books,B,7,"62064 Janice Locks
Charlesberg, DE 59259",2024-02-22 00:00:00
102089,PayPal,837,Books,B,8,"1311 Griffin Orchard
Youngborough, PR 49641",2024-04-20 00:00:00
